* Measurement data measured by REW V5.20.13
* Source: C:\Users\DABKING\Desktop\Harman OE 2018 Target.txt
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 12. 29 ¿ÀÈÄ 10:15:38
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Desktop\Harman OE 2018 Target.txt Format: Comma/Tab/Space delimited data 479 values loaded, 20 Hz to 19,762 Hz log spaced
* Measurement: Harman OE 2018 Target
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)
170.000000	-84.446
172.500000	-84.391
175.000000	-84.336
177.500000	-84.281
180.000000	-84.228
182.500000	-84.178
185.000000	-84.130
187.500000	-84.084
190.000000	-84.041
192.500000	-84.001
195.000000	-83.962
197.500000	-83.925
200.000000	-83.893
203.000000	-83.861
206.000000	-83.835
209.000000	-83.811
212.000000	-83.791
214.000000	-83.781
218.000000	-83.766
220.000000	-83.759
224.000000	-83.751
227.000000	-83.750
230.000000	-83.752
233.000000	-83.757
236.000000	-83.763
240.000000	-83.776
243.000000	-83.787
247.000000	-83.805
250.000000	-83.820
254.000000	-83.845
258.000000	-83.871
262.000000	-83.899
265.000000	-83.921
269.000000	-83.951
272.000000	-83.974
276.000000	-84.003
280.000000	-84.032
285.000000	-84.067
290.000000	-84.102
295.000000	-84.137
300.000000	-84.172
304.000000	-84.203
307.000000	-84.227
311.000000	-84.261
315.000000	-84.293
320.000000	-84.329
325.000000	-84.361
330.000000	-84.392
335.000000	-84.422
340.000000	-84.452
345.000000	-84.481
350.000000	-84.509
355.000000	-84.535
360.000000	-84.558
365.000000	-84.581
370.000000	-84.603
375.000000	-84.623
382.000000	-84.649
387.000000	-84.665
395.000000	-84.691
400.000000	-84.706
406.000000	-84.723
412.000000	-84.738
418.000000	-84.752
425.000000	-84.769
431.000000	-84.784
437.000000	-84.801
444.000000	-84.822
450.000000	-84.839
455.000000	-84.854
462.000000	-84.875
468.000000	-84.893
475.000000	-84.915
482.000000	-84.938
487.000000	-84.954
494.000000	-84.978
500.000000	-84.997
508.000000	-85.023
515.000000	-85.047
522.000000	-85.070
530.000000	-85.097
538.000000	-85.125
545.000000	-85.149
552.000000	-85.171
560.000000	-85.195
570.000000	-85.222
580.000000	-85.247
590.000000	-85.272
600.000000	-85.299
608.000000	-85.322
615.000000	-85.343
622.000000	-85.364
630.000000	-85.385
640.000000	-85.409
650.000000	-85.433
660.000000	-85.455
670.000000	-85.475
680.000000	-85.493
690.000000	-85.512
700.000000	-85.529
710.000000	-85.545
720.000000	-85.559
730.000000	-85.575
740.000000	-85.591
750.000000	-85.604
762.000000	-85.617
775.000000	-85.631
788.000000	-85.645
800.000000	-85.655
812.000000	-85.665
825.000000	-85.674
838.000000	-85.682
850.000000	-85.689
862.000000	-85.697
875.000000	-85.707
885.000000	-85.715
900.000000	-85.728
912.000000	-85.736
925.000000	-85.746
938.000000	-85.757
950.000000	-85.769
962.000000	-85.785
975.000000	-85.803
988.000000	-85.822
1000.000000	-85.842
1015.000000	-85.870
1030.000000	-85.900
1044.000000	-85.928
1060.000000	-85.963
1075.000000	-86.001
1090.000000	-86.042
1106.000000	-86.089
1120.000000	-86.133
1138.000000	-86.198
1150.000000	-86.243
1172.000000	-86.328
1180.000000	-86.360
1206.000000	-86.470
1220.000000	-86.532
1241.000000	-86.624
1250.000000	-86.665
1265.000000	-86.736
1280.000000	-86.809
1315.000000	-86.987
1320.000000	-87.013
1340.000000	-87.118
1360.000000	-87.225
1380.000000	-87.331
1400.000000	-87.436
1430.000000	-87.591
1450.000000	-87.691
1475.000000	-87.815
1500.000000	-87.946
1525.000000	-88.084
1550.000000	-88.225
1575.000000	-88.368
1600.000000	-88.513
1625.000000	-88.664
1650.000000	-88.821
1675.000000	-88.977
1700.000000	-89.134
1725.000000	-89.296
1750.000000	-89.460
1775.000000	-89.624
1800.000000	-89.788
1825.000000	-89.954
1850.000000	-90.121
1875.000000	-90.286
1900.000000	-90.450
1925.000000	-90.615
1950.000000	-90.780
1975.000000	-90.940
2000.000000	-91.092
2030.000000	-91.261
2060.000000	-91.420
2090.000000	-91.574
2120.000000	-91.724
2140.000000	-91.822
2180.000000	-92.014
2200.000000	-92.108
2240.000000	-92.292
2270.000000	-92.425
2300.000000	-92.554
2330.000000	-92.679
2360.000000	-92.794
2400.000000	-92.932
2430.000000	-93.028
2470.000000	-93.150
2500.000000	-93.238
2540.000000	-93.345
2580.000000	-93.446
2620.000000	-93.542
2650.000000	-93.611
2690.000000	-93.697
2720.000000	-93.757
2760.000000	-93.834
2800.000000	-93.903
2850.000000	-93.976
2900.000000	-94.039
2950.000000	-94.097
3000.000000	-94.155
3040.000000	-94.201
3070.000000	-94.235
3110.000000	-94.278
3150.000000	-94.314
3200.000000	-94.347
3250.000000	-94.373
3300.000000	-94.394
3350.000000	-94.408
3400.000000	-94.414
3450.000000	-94.412
3500.000000	-94.405
3550.000000	-94.393
3600.000000	-94.370
3650.000000	-94.340
3700.000000	-94.306
3750.000000	-94.268
3820.000000	-94.202
3870.000000	-94.152
3950.000000	-94.072
4000.000000	-94.016
4060.000000	-93.938
4120.000000	-93.855
4180.000000	-93.771
4250.000000	-93.666
4310.000000	-93.567
4370.000000	-93.462
4440.000000	-93.338
4500.000000	-93.230
4550.000000	-93.138
4620.000000	-93.007
4680.000000	-92.895
4750.000000	-92.763
4820.000000	-92.630
4870.000000	-92.534
4940.000000	-92.402
5000.000000	-92.295
5080.000000	-92.162
5150.000000	-92.054
5220.000000	-91.948
5300.000000	-91.827
5380.000000	-91.709
5450.000000	-91.609
5520.000000	-91.512
5600.000000	-91.407
5700.000000	-91.288
5800.000000	-91.179
5900.000000	-91.070
6000.000000	-90.950
6080.000000	-90.843
6150.000000	-90.743
6220.000000	-90.643
6300.000000	-90.533
6400.000000	-90.405
6500.000000	-90.284
6600.000000	-90.163
6700.000000	-90.039
6800.000000	-89.910
6900.000000	-89.776
7000.000000	-89.642
7100.000000	-89.506
7200.000000	-89.363
7300.000000	-89.214
7400.000000	-89.065
7500.000000	-88.921
7620.000000	-88.755
7750.000000	-88.583
7880.000000	-88.415
8000.000000	-88.257
8120.000000	-88.094
8250.000000	-87.915
8380.000000	-87.737
8500.000000	-87.569
8620.000000	-87.393
8750.000000	-87.199
8850.000000	-87.051
9000.000000	-86.826
9120.000000	-86.639
9250.000000	-86.431
9380.000000	-86.221
9500.000000	-86.022
9620.000000	-85.813
9750.000000	-85.582
9880.000000	-85.352
10000.000000	-85.143
10150.000000	-84.888
10300.000000	-84.637
10440.000000	-84.404
10600.000000	-84.133
10750.000000	-83.869
10900.000000	-83.600
11060.000000	-83.310
11200.000000	-83.053
11380.000000	-82.716
11500.000000	-82.490
11720.000000	-82.085
11800.000000	-81.944
12060.000000	-81.509
12200.000000	-81.285
12410.000000	-80.959
12500.000000	-80.821
12650.000000	-80.593
12800.000000	-80.369
13150.000000	-79.866
13200.000000	-79.798
13400.000000	-79.544
13600.000000	-79.304
13800.000000	-79.072
14000.000000	-78.851
14300.000000	-78.547
14500.000000	-78.354
14750.000000	-78.114
15000.000000	-77.858
15250.000000	-77.577
15500.000000	-77.282
15750.000000	-76.977
16000.000000	-76.635
16250.000000	-76.233
16500.000000	-75.797
16750.000000	-75.338
17000.000000	-74.820
17250.000000	-74.208
17500.000000	-73.536
17750.000000	-72.826
18000.000000	-72.037
18250.000000	-71.131
18500.000000	-70.144
18750.000000	-69.107
19000.000000	-67.983
19250.000000	-66.754
19500.000000	-65.566
19750.000000	-64.786
