* Measurement data measured by REW V5.20.13
* Source: C:\Users\DABKING\Desktop\Harman OE 2018 Target.txt
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 12. 29 ¿ÀÈÄ 10:15:38
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Desktop\Harman OE 2018 Target.txt Format: Comma/Tab/Space delimited data 479 values loaded, 20 Hz to 19,762 Hz log spaced
* Measurement: Harman OE 2018 Target
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)
20.299999	-89.754
20.600000	-89.780
20.900000	-89.814
21.200001	-89.840
21.400000	-89.852
21.799999	-89.867
22.000000	-89.871
22.400000	-89.875
22.700001	-89.874
23.000000	-89.871
23.299999	-89.868
23.600000	-89.867
24.000000	-89.867
24.299999	-89.865
24.700001	-89.860
25.000000	-89.858
25.400000	-89.856
25.799999	-89.852
26.200001	-89.849
26.500000	-89.847
26.900000	-89.844
27.200001	-89.840
27.600000	-89.833
28.000000	-89.826
28.500000	-89.819
29.000000	-89.812
29.500000	-89.805
30.000000	-89.796
30.400000	-89.789
30.700001	-89.783
31.100000	-89.774
31.500000	-89.766
32.000000	-89.755
32.500000	-89.746
33.000000	-89.735
33.500000	-89.725
34.000000	-89.713
34.500000	-89.699
35.000000	-89.685
35.500000	-89.671
36.000000	-89.657
36.500000	-89.643
37.000000	-89.629
37.500000	-89.615
38.200001	-89.597
38.700001	-89.582
39.500000	-89.556
40.000000	-89.541
40.599998	-89.526
41.200001	-89.511
41.799999	-89.496
42.500000	-89.478
43.099998	-89.459
43.700001	-89.435
44.400002	-89.405
45.000000	-89.380
45.500000	-89.361
46.200001	-89.337
46.799999	-89.316
47.500000	-89.289
48.200001	-89.258
48.700001	-89.232
49.400002	-89.193
50.000000	-89.160
50.799999	-89.122
51.500000	-89.090
52.200001	-89.059
53.000000	-89.025
53.799999	-88.989
54.500000	-88.956
55.200001	-88.924
56.000000	-88.889
57.000000	-88.848
58.000000	-88.809
59.000000	-88.771
60.000000	-88.730
60.799999	-88.691
61.500000	-88.654
62.200001	-88.618
63.000000	-88.579
64.000000	-88.534
65.000000	-88.491
66.000000	-88.447
67.000000	-88.402
68.000000	-88.358
69.000000	-88.314
70.000000	-88.270
71.000000	-88.225
72.000000	-88.178
73.000000	-88.131
74.000000	-88.083
75.000000	-88.037
76.199997	-87.984
77.500000	-87.929
78.800003	-87.874
80.000000	-87.822
81.199997	-87.771
82.500000	-87.714
83.800003	-87.658
85.000000	-87.605
86.199997	-87.553
87.500000	-87.494
88.500000	-87.448
90.000000	-87.377
91.199997	-87.318
92.500000	-87.254
93.800003	-87.193
95.000000	-87.135
96.199997	-87.074
97.500000	-87.009
98.800003	-86.946
100.000000	-86.888
101.500000	-86.816
103.000000	-86.745
104.400002	-86.680
106.000000	-86.606
107.500000	-86.536
109.000000	-86.467
110.599998	-86.392
112.000000	-86.326
113.800003	-86.239
115.000000	-86.182
117.199997	-86.078
118.000000	-86.042
120.599998	-85.929
122.000000	-85.871
124.099998	-85.785
125.000000	-85.748
126.500000	-85.687
128.000000	-85.625
131.500000	-85.487
132.000000	-85.468
134.000000	-85.398
136.000000	-85.330
138.000000	-85.263
140.000000	-85.200
143.000000	-85.118
145.000000	-85.066
147.500000	-85.001
150.000000	-84.936
152.500000	-84.871
155.000000	-84.806
157.500000	-84.742
160.000000	-84.679
162.500000	-84.619
165.000000	-84.561
167.500000	-84.503
