* Measurement data measured by REW V5.20.13
* Source: C:\Users\DABKING\Desktop\Diffuse Field Target.txt
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 12. 29 ¿ÀÈÄ 10:16:49
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Desktop\Diffuse Field Target.txt Format: Comma/Tab/Space delimited data 480 values loaded, 20 Hz to 19,967 Hz log spaced
* Measurement: Diffuse Field Target
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	87.005
20.299999	87.005
20.600000	87.005
20.900000	87.005
21.200001	87.005
21.400000	87.005
21.799999	87.005
22.000000	87.005
22.400000	87.005
22.700001	87.005
23.000000	87.005
23.299999	87.005
23.600000	87.005
24.000000	87.005
24.299999	87.005
24.700001	87.005
25.000000	87.005
25.400000	87.005
25.799999	87.005
26.200001	87.005
26.500000	87.005
26.900000	87.005
27.200001	87.005
27.600000	87.005
28.000000	87.005
28.500000	87.005
29.000000	87.005
29.500000	87.005
30.000000	87.005
30.400000	87.005
30.700001	87.005
31.100000	87.005
31.500000	87.005
32.000000	87.005
32.500000	87.005
33.000000	87.005
33.500000	87.005
34.000000	87.005
34.500000	87.005
35.000000	87.005
35.500000	87.005
36.000000	87.005
36.500000	87.005
37.000000	87.005
37.500000	87.005
38.200001	87.005
38.700001	87.005
39.500000	87.005
40.000000	87.005
40.599998	87.005
41.200001	87.005
41.799999	87.005
42.500000	87.005
43.099998	87.005
43.700001	87.005
44.400002	87.005
45.000000	87.005
45.500000	87.005
46.200001	87.005
46.799999	87.005
47.500000	87.005
48.200001	87.005
48.700001	87.005
49.400002	87.005
50.000000	87.005
50.799999	87.005
51.500000	87.005
52.200001	87.005
53.000000	87.005
53.799999	87.005
54.500000	87.005
55.200001	87.005
56.000000	87.005
57.000000	87.005
58.000000	87.005
59.000000	87.005
60.000000	87.005
60.799999	87.005
61.500000	87.005
62.200001	87.005
63.000000	87.005
64.000000	87.005
65.000000	87.005
66.000000	87.005
67.000000	87.005
68.000000	87.005
69.000000	87.005
70.000000	87.005
71.000000	87.005
72.000000	87.005
73.000000	87.005
74.000000	87.005
75.000000	87.005
76.199997	87.005
77.500000	87.005
78.800003	87.005
80.000000	87.005
81.199997	87.005
82.500000	87.005
83.800003	87.005
85.000000	87.005
86.199997	87.005
87.500000	87.005
88.500000	87.005
90.000000	87.005
91.199997	87.005
92.500000	87.005
93.800003	87.005
95.000000	87.005
96.199997	87.005
97.500000	87.005
98.800003	87.005
100.000000	87.005
101.500000	87.005
103.000000	87.005
104.400002	87.005
106.000000	87.005
107.500000	87.004
109.000000	87.001
110.599998	86.981
112.000000	86.945
113.800003	86.910
115.000000	86.905
117.199997	86.905
118.000000	86.905
120.599998	86.905
122.000000	86.905
124.099998	86.905
125.000000	86.905
126.500000	86.905
128.000000	86.905
131.500000	86.905
132.000000	86.905
134.000000	86.904
136.000000	86.899
138.000000	86.864
140.000000	86.821
143.000000	86.805
145.000000	86.805
147.500000	86.805
150.000000	86.805
152.500000	86.804
155.000000	86.802
157.500000	86.779
160.000000	86.726
162.500000	86.705
165.000000	86.704
167.500000	86.704
170.000000	86.702
172.500000	86.678
175.000000	86.630
177.500000	86.608
180.000000	86.605
182.500000	86.605
185.000000	86.604
187.500000	86.595
190.000000	86.563
192.500000	86.526
195.000000	86.509
197.500000	86.505
200.000000	86.505
203.000000	86.503
206.000000	86.491
209.000000	86.453
212.000000	86.414
214.000000	86.406
218.000000	86.405
220.000000	86.405
224.000000	86.402
227.000000	86.384
230.000000	86.338
233.000000	86.311
236.000000	86.305
240.000000	86.305
243.000000	86.304
247.000000	86.291
250.000000	86.262
254.000000	86.221
258.000000	86.206
262.000000	86.204
265.000000	86.200
269.000000	86.173
272.000000	86.139
276.000000	86.109
280.000000	86.105
285.000000	86.103
290.000000	86.078
295.000000	86.021
300.000000	86.005
304.000000	86.005
307.000000	86.005
311.000000	86.005
315.000000	86.004
320.000000	85.995
325.000000	85.954
330.000000	85.916
335.000000	85.905
340.000000	85.905
345.000000	85.905
350.000000	85.905
355.000000	85.905
360.000000	85.904
365.000000	85.899
370.000000	85.876
375.000000	85.832
382.000000	85.805
387.000000	85.805
395.000000	85.805
400.000000	85.801
406.000000	85.772
412.000000	85.722
418.000000	85.678
425.000000	85.621
431.000000	85.573
437.000000	85.506
444.000000	85.430
450.000000	85.384
455.000000	85.347
462.000000	85.297
468.000000	85.257
475.000000	85.205
482.000000	85.152
487.000000	85.098
494.000000	85.031
500.000000	85.007
508.000000	84.988
515.000000	84.939
522.000000	84.897
530.000000	84.845
538.000000	84.810
545.000000	84.796
552.000000	84.762
560.000000	84.716
570.000000	84.656
580.000000	84.602
590.000000	84.546
600.000000	84.490
608.000000	84.445
615.000000	84.407
622.000000	84.374
630.000000	84.331
640.000000	84.303
650.000000	84.278
660.000000	84.224
670.000000	84.180
680.000000	84.104
690.000000	84.030
700.000000	84.006
710.000000	83.987
720.000000	83.940
730.000000	83.899
740.000000	83.852
750.000000	83.808
762.000000	83.755
775.000000	83.700
788.000000	83.647
800.000000	83.611
812.000000	83.590
825.000000	83.546
838.000000	83.510
850.000000	83.504
862.000000	83.494
875.000000	83.452
885.000000	83.417
900.000000	83.399
912.000000	83.366
925.000000	83.316
938.000000	83.275
950.000000	83.231
962.000000	83.208
975.000000	83.189
988.000000	83.141
1000.000000	83.078
1015.000000	83.016
1030.000000	82.961
1044.000000	82.888
1060.000000	82.790
1075.000000	82.698
1090.000000	82.607
1106.000000	82.511
1120.000000	82.428
1138.000000	82.324
1150.000000	82.255
1172.000000	82.130
1180.000000	82.086
1206.000000	81.943
1220.000000	81.867
1241.000000	81.747
1250.000000	81.684
1265.000000	81.566
1280.000000	81.462
