* Measurement data measured by REW V5.20.13
* Source: C:\Users\DABKING\Desktop\Diffuse Field Target.txt
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 12. 29 ¿ÀÈÄ 10:16:49
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\DABKING\Desktop\Diffuse Field Target.txt Format: Comma/Tab/Space delimited data 480 values loaded, 20 Hz to 19,967 Hz log spaced
* Measurement: Diffuse Field Target
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
1241.000000	-65.258
1250.000000	-65.321
1265.000000	-65.439
1280.000000	-65.543
1315.000000	-65.770
1320.000000	-65.807
1340.000000	-65.943
1360.000000	-66.051
1380.000000	-66.157
1400.000000	-66.285
1430.000000	-66.477
1450.000000	-66.587
1475.000000	-66.749
1500.000000	-66.893
1525.000000	-67.027
1550.000000	-67.193
1575.000000	-67.345
1600.000000	-67.535
1625.000000	-67.738
1650.000000	-67.938
1675.000000	-68.140
1700.000000	-68.364
1725.000000	-68.599
1750.000000	-68.811
1775.000000	-69.024
1800.000000	-69.251
1825.000000	-69.476
1850.000000	-69.700
1875.000000	-69.920
1900.000000	-70.136
1925.000000	-70.354
1950.000000	-70.562
1975.000000	-70.776
2000.000000	-70.978
2030.000000	-71.226
2060.000000	-71.450
2090.000000	-71.654
2120.000000	-71.887
2140.000000	-72.041
2180.000000	-72.353
2200.000000	-72.524
2240.000000	-72.876
2270.000000	-73.138
2300.000000	-73.397
2330.000000	-73.652
2360.000000	-73.903
2400.000000	-74.214
2430.000000	-74.413
2470.000000	-74.650
2500.000000	-74.841
2540.000000	-75.092
2580.000000	-75.286
2620.000000	-75.395
2650.000000	-75.438
2690.000000	-75.491
2720.000000	-75.521
2760.000000	-75.576
2800.000000	-75.597
2850.000000	-75.600
2900.000000	-75.600
2950.000000	-75.600
3000.000000	-75.590
3040.000000	-75.558
3070.000000	-75.526
3110.000000	-75.485
3150.000000	-75.441
3200.000000	-75.372
3250.000000	-75.261
3300.000000	-75.116
3350.000000	-74.955
3400.000000	-74.778
3450.000000	-74.630
3500.000000	-74.487
3550.000000	-74.348
3600.000000	-74.206
3650.000000	-74.037
3700.000000	-73.890
3750.000000	-73.758
3820.000000	-73.534
3870.000000	-73.368
3950.000000	-73.148
4000.000000	-73.015
4060.000000	-72.834
4120.000000	-72.650
4180.000000	-72.490
4250.000000	-72.319
4310.000000	-72.149
4370.000000	-71.969
4440.000000	-71.765
4500.000000	-71.613
4550.000000	-71.506
4620.000000	-71.352
4680.000000	-71.229
4750.000000	-71.079
4820.000000	-70.937
4870.000000	-70.837
4940.000000	-70.697
5000.000000	-70.606
5080.000000	-70.524
5150.000000	-70.478
5220.000000	-70.413
5300.000000	-70.320
5380.000000	-70.240
5450.000000	-70.192
5520.000000	-70.140
5600.000000	-70.057
5700.000000	-69.954
5800.000000	-69.887
5900.000000	-69.813
6000.000000	-69.727
6080.000000	-69.686
6150.000000	-69.645
6220.000000	-69.611
6300.000000	-69.601
6400.000000	-69.597
6500.000000	-69.565
6600.000000	-69.517
6700.000000	-69.498
6800.000000	-69.465
6900.000000	-69.422
7000.000000	-69.403
7100.000000	-69.400
7200.000000	-69.400
7300.000000	-69.398
7400.000000	-69.383
7500.000000	-69.346
7620.000000	-69.307
7750.000000	-69.300
7880.000000	-69.296
8000.000000	-69.262
8120.000000	-69.145
8250.000000	-68.997
8380.000000	-68.819
8500.000000	-68.651
8620.000000	-68.514
8750.000000	-68.347
8850.000000	-68.203
9000.000000	-67.996
9120.000000	-67.867
9250.000000	-67.755
9380.000000	-67.629
9500.000000	-67.505
9620.000000	-67.382
9750.000000	-67.249
9880.000000	-67.118
10000.000000	-66.991
10150.000000	-66.814
10300.000000	-66.657
10440.000000	-66.521
10600.000000	-66.334
10750.000000	-66.150
10900.000000	-65.968
11060.000000	-65.776
11200.000000	-65.611
11380.000000	-65.402
11500.000000	-65.264
11720.000000	-65.016
11800.000000	-64.926
12060.000000	-64.640
12200.000000	-64.489
12410.000000	-64.263
12500.000000	-64.164
12650.000000	-63.988
12800.000000	-63.798
13150.000000	-63.394
13200.000000	-63.339
13400.000000	-63.112
13600.000000	-62.927
13800.000000	-62.765
14000.000000	-62.581
14300.000000	-62.303
14500.000000	-62.121
14750.000000	-61.896
15000.000000	-61.676
15250.000000	-61.459
15500.000000	-61.245
15750.000000	-61.035
16000.000000	-60.828
16250.000000	-60.625
16500.000000	-60.424
16750.000000	-60.227
17000.000000	-60.032
17250.000000	-59.841
17500.000000	-59.652
17750.000000	-59.465
18000.000000	-59.282
18250.000000	-59.101
18500.000000	-58.922
18750.000000	-58.745
19000.000000	-58.562
19250.000000	-58.352
19500.000000	-58.144
19750.000000	-57.977
